Probe_Set_ID;Transcript_ID;Gene_Title;Gene_Symbol;SOM_cluster;Expression_pattern;Develoment_relation
225505_s_at;Hs.29341.0;family with sequence similarity 113, member A;FAM113A;c9;;
225145_at;Hs.288140.0;nuclear receptor coactivator 5;NCOA5;c9;;
225141_at;Hs.282093.1;RNA binding motif protein 35B;RBM35B;c9;;
225075_at;Hs.22181.0;p53 and DNA damage regulated 1;PDRG1;c9;;
224430_s_at;g13543286;mitochondrial translation optimization 1 homolog ;MTO1;c9;;
;;(S. cerevisiae);;;;
224046_s_at;g2306763;phosphodiesterase 7A;PDE7A;c9;;
223570_at;g12053186;minichromosome maintenance complex component 10;MCM10;c9;;
223506_at;g13161144;zinc finger CCCH-type containing 8;ZC3H8;c9;;
223221_at;g9963786;SCO cytochrome oxidase deficient homolog 1 (yeast);SCO1;c9;;D
223219_s_at;g12804152;CCR4-NOT transcription complex, subunit 10;CNOT10;c9;;
223206_s_at;g12804144;NmrA-like family domain containing 1;NMRAL1;c9;;
223161_at;Hs.12461.0;KIAA1147;KIAA1147;c9;;
222884_at;Hs.181012.0;zinc finger protein 346;ZNF346;c9;;D
222804_x_at;Hs.317589.0;WD repeat domain 32;WDR32;c9;;
222584_at;Hs.279763.0;misato homolog 1 (Drosophila) /// similar to misato;LOC731059 /// ;c9;;
;;;MSTO1;;;
222576_s_at;Hs.14520.0;eukaryotic translation initiation factor 2C, 1;EIF2C1;c9;;D
222037_at;Hs.154443.1;minichromosome maintenance complex component 4;MCM4;c9;;
221819_at;Hs.94308.0;RAB35, member RAS oncogene family;RAB35;c9;;
221519_at;g10764487;F-box and WD repeat domain containing 4;FBXW4;c9;;D
220935_s_at;g8922723;CDK5 regulatory subunit associated protein 2;CDK5RAP2;c9;;D
220261_s_at;g8922447;zinc finger, DHHC-type containing 4;ZDHHC4;c9;;
219644_at;g7705838;coiled-coil domain containing 41;CCDC41;c9;;
219470_x_at;g9506628;cyclin J;CCNJ;c9;;
219373_at;g9506552;dolichyl-phosphate mannosyltransferase polypeptide 3;DPM3;c9;;
219260_s_at;g7661725;chromosome 17 open reading frame 81;C17orf81;c9;;
219248_at;g13376879;THUMP domain containing 2;THUMPD2;c9;;
219175_s_at;g8923438;solute carrier family 41, member 3;SLC41A3;c9;;
219037_at;g7705619;ribosomal RNA processing 15 homolog (S. cerevisiae);RRP15;c9;;
218940_at;g13375724;chromosome 14 open reading frame 138;C14orf138;c9;;
218890_x_at;g7706161;mitochondrial ribosomal protein L35;MRPL35;c9;;
218834_s_at;g8923509;transmembrane protein 132A;TMEM132A;c9;;
218324_s_at;g12751480;spermatogenesis associated, serine-rich 2;SPATS2;c9;;
218115_at;g8922548;ASF1 anti-silencing function 1 homolog B (S. cerevisiae);ASF1B;c9;;D
217931_at;g13325207;trinucleotide repeat containing 5;TNRC5;c9;;
217861_s_at;g7019502;prolactin regulatory element binding;PREB;c9;;
217830_s_at;Hs.12865.0;NSFL1 (p97) cofactor (p47);NSFL1C;c9;;
216251_s_at;Hs.82563.1;tubulin tyrosine ligase-like family, member 12;TTLL12;c9;;
215206_at;Hs.288700.0;CDNA: FLJ21490 fis, clone COL05464;---;c9;;
215156_at;Hs.167456.0;WD repeat domain 61;WDR61;c9;;
214908_s_at;Hs.247755.0;transformation/transcription domain-associated protein;TRRAP;c9;;
214457_at;Hs.58116.0;homeobox A2;HOXA2;c9;;D
214427_at;Hs.15243.0;nucleolar protein 1, 120kDa;NOL1;c9;;
214168_s_at;Hs.74614.1;tight junction protein 1 (zona occludens 1);TJP1;c9;;D
213951_s_at;Hs.78185.3;PSMC3 interacting protein;PSMC3IP;c9;;
213848_at;Hs.3843.0;"MRNA; cDNA DKFZp586F2224 (from clone ";---;c9;;
;;DKFZp586F2224);;;;
213647_at;Hs.194665.0;DNA2 DNA replication helicase 2-like (yeast);DNA2L;c9;;
213581_at;Hs.41639.2;programmed cell death 2;PDCD2;c9;;D
213473_at;Hs.122764.1;BRCA1 associated protein;BRAP;c9;;
213378_s_at;Hs.27424.3;DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 ;DDX11 /// ;c9;;
;;(CHL1-like helicase homolog, S. cerevisiae) /// ;DDX12 /// ;;;
;;DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12 ;LOC642846;;;
;;(CHL1-like helicase homolog, S. cerevisiae) /// ;;;;
;;DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like;;;;
213334_x_at;Hs.6487.2;UCHL5 interacting protein;UCHL5IP;c9;;
213248_at;Hs.7921.0;hypothetical protein LOC221362 /// similar to ;LOC221362 /// ;c9;;
;;heterogeneous nuclear ribonucleoprotein A/B;LOC730101;;;
212770_at;Hs.31305.0;transducin-like enhancer of split 3 (E(sp1) homolog, ;TLE3;c9;;D
;;Drosophila);;;;
212767_at;Hs.301693.0;mitochondrial GTPase 1 homolog (S. cerevisiae);MTG1;c9;;
212744_at;Hs.26471.0;Bardet-Biedl syndrome 4;BBS4;c9;;D
212625_at;Hs.43812.0;syntaxin 10;STX10;c9;;
212375_at;Hs.306094.0;E1A binding protein p400;EP400;c9;;
212321_at;Hs.186613.1;sphingosine-1-phosphate lyase 1;SGPL1;c9;;
211150_s_at;g619443;dihydrolipoamide S-acetyltransferase (E2 component ;DLAT;c9;;
;;of pyruvate dehydrogenase complex);;;;
210926_at;g12408251;kappa-actin;FKSG30;c9;;
210541_s_at;g12275875;tripartite motif-containing 27;TRIM27;c9;;
210319_x_at;g1722693;msh homeobox 2;MSX2;c9;;D
209853_s_at;g12803696;proteasome (prosome, macropain) activator subunit 3 ;PSME3;c9;;
;;"(PA28 gamma; Ki)";;;;
209849_s_at;g2909800;RAD51 homolog C (S. cerevisiae);RAD51C;c9;;
209533_s_at;g5326865;phospholipase A2-activating protein;PLAA;c9;;
209509_s_at;g12653116;dolichyl-phosphate (UDP-N-acetylglucosamine) ;DPAGT1;c9;;
;;N-acetylglucosaminephosphotransferase 1 ;;;;
;;(GlcNAc-1-P transferase);;;;
209403_at;g12053224;TBC1 domain family, member 3 /// ;LOC653380 /// ;c9;;
;;TBC1 domain family, member 3C /// ;LOC653498 /// ;;;
;;similar to USP6 N-terminal like /// ;LOC727735 /// ;;;
;;similar to TBC1 domain family member 3 ;LOC729837 /// ;;;
;;(Rab GTPase-activating protein PRC17) ;LOC729873 /// ;;;
;;(Prostate cancer gene 17 protein) ;LOC729877 /// ;;;
;;(TRE17 alpha protein) /// similar to TBC1 domain ;TBC1D3 /// ;;;
;;family, member 3;TBC1D3C;;;
209382_at;g2228747;polymerase (RNA) III (DNA directed) polypeptide C ;POLR3C;c9;;
;;(62kD);;;;
209338_at;g476098;transcription factor CP2;TFCP2;c9;;
209331_s_at;Hs.42712.1;MYC associated factor X;MAX;c9;;
209317_at;g2266928;polymerase (RNA) I polypeptide C, 30kDa;POLR1C;c9;;
209193_at;g1066790;pim-1 oncogene;PIM1;c9;;D
208952_s_at;Hs.78851.0;La ribonucleoprotein domain family, member 5;LARP5;c9;;
207782_s_at;g7549814;presenilin 1 (Alzheimer disease 3);PSEN1;c9;;D
206067_s_at;g13386509;Wilms tumor 1;WT1;c9;;
205956_x_at;g7019422;PSMC3 interacting protein;PSMC3IP;c9;;
205935_at;g4503732;forkhead box F1;FOXF1;c9;;D
205750_at;g4757861;"biphenyl hydrolase-like (serine hydrolase; breast ";BPHL;c9;;
;;epithelial mucin-associated antigen);;;;
205661_s_at;g13376805;FAD1 flavin adenine dinucleotide synthetase homolog ;FLAD1;c9;;
;;(S. cerevisiae);;;;
205601_s_at;g4504468;homeobox B5;HOXB5;c9;;D
205600_x_at;Hs.22554.0;homeobox B5;HOXB5;c9;;D
205425_at;g12545385;huntingtin interacting protein 1;HIP1;c9;;D
205408_at;g4757725;myeloid/lymphoid or mixed-lineage leukemia ;MLLT10;c9;;
;;"(trithorax homolog, Drosophila); translocated to, 10";;;;
205037_at;g9257237;RAB, member of RAS oncogene family-like 4;RABL4;c9;;
204808_s_at;g7657177;transmembrane protein 5;TMEM5;c9;;
204799_at;g7662217;zinc finger, BED-type containing 4;ZBED4;c9;;
204695_at;Hs.1634.0;cell division cycle 25 homolog A (S. pombe);CDC25A;c9;;
204672_s_at;g7662405;ankyrin repeat domain 6;ANKRD6;c9;;
204651_at;Hs.180069.0;nuclear respiratory factor 1;NRF1;c9;;
204647_at;g4758549;homer homolog 3 (Drosophila);HOMER3;c9;;
204594_s_at;g9558736;Smith-Magenis syndrome chromosome region, ;SMCR7L;c9;;
;;candidate 7-like;;;;
204576_s_at;Hs.155995.0;clusterin associated protein 1;CLUAP1;c9;;
204459_at;g4557492;cleavage stimulation factor, 3' pre-RNA, subunit 2, ;CSTF2;c9;;
;;64kDa;;;;
204327_s_at;Hs.9443.0;zinc finger protein 202;ZNF202;c9;;
204301_at;g7662259;kelch repeat and BTB (POZ) domain containing 11;KBTBD11;c9;;
204283_at;g5729819;phenylalanyl-tRNA synthetase 2, mitochondrial;FARS2;c9;;
204218_at;g7661621;chromosome 11 open reading frame 51;C11orf51;c9;;
203978_at;g4505336;nucleotide binding protein 1 (MinD homolog, E. coli);NUBP1;c9;;D
203955_at;g7662223;KIAA0649;KIAA0649;c9;;
203782_s_at;g4826925;polymerase (RNA) mitochondrial (DNA directed);POLRMT;c9;;
203677_s_at;g7427525;Tar (HIV-1) RNA binding protein 2;TARBP2;c9;;
203599_s_at;g9943844;WW domain binding protein 4 (formin binding protein 21);WBP4;c9;;
203486_s_at;Hs.102708.0;armadillo repeat containing 8;ARMC8;c9;;
203422_at;g4505932;polymerase (DNA directed), delta 1, catalytic subunit ;POLD1;c9;;
;;125kDa;;;;
203387_s_at;g7662197;TBC1 domain family, member 4;TBC1D4;c9;;
203363_s_at;Hs.79672.0;KIAA0652;KIAA0652;c9;;
203270_at;g6912339;deoxythymidylate kinase (thymidylate kinase) /// ;DTYMK /// ;c9;;
;;similar to deoxythymidylate kinase (thymidylate kinase);LOC727761;;;
203207_s_at;Hs.170198.0;mitochondrial fission regulator 1;MTFR1;c9;;
203195_s_at;g11120677;nucleoporin 98kDa;NUP98;c9;;D
203149_at;g5360209;poliovirus receptor-related 2 (herpesvirus entry ;PVRL2;c9;;
;;mediator B);;;;
203117_s_at;g7662257;ubiquitin specific peptidase 52;USP52;c9;;
203064_s_at;g4758599;forkhead box K2;FOXK2;c9;;
202577_s_at;g13477370;DEAD (Asp-Glu-Ala-As) box polypeptide 19A;DDX19A;c9;;
202494_at;g5174636;peptidylprolyl isomerase E (cyclophilin E);PPIE;c9;;
202470_s_at;g5901927;cleavage and polyadenylation specific factor 6, 68kDa;CPSF6;c9;;
202415_s_at;g6912423;hsp70-interacting protein;HSPBP1;c9;;
202387_at;g7549801;BCL2-associated athanogene;BAG1;c9;;D
202358_s_at;Hs.76906.0;sorting nexin 19;SNX19;c9;;
202329_at;g4758077;c-src tyrosine kinase;CSK;c9;;
202155_s_at;g4826873;nucleoporin 214kDa;NUP214;c9;;
202008_s_at;g4505394;nidogen 1;NID1;c9;;
201767_s_at;g11875212;elaC homolog 2 (E. coli);ELAC2;c9;;
201392_s_at;Hs.76473.0;insulin-like growth factor 2 receptor;IGF2R;c9;;
201233_at;g4506222;proteasome (prosome, macropain) 26S subunit, ;PSMD13;c9;;
;;non-ATPase, 13;;;;
201230_s_at;g5453556;ariadne homolog 2 (Drosophila);ARIH2;c9;;D
201229_s_at;g12653306;ariadne homolog 2 (Drosophila);ARIH2;c9;;D
201212_at;g1890049;legumain;LGMN;c9;;
1559496_at;Hs2.134366.1;---;---;c9;;
1555938_x_at;Hs2.375145.1;vimentin;VIM;c9;;
1555881_s_at;Hs2.375946.1;leucine zipper, putative tumor suppressor 2;LZTS2;c9;;
1554599_x_at;Hs2.30724.2;"MRNA; cDNA DKFZp547K189 (from clone ";---;c9;;
;;DKFZp547K189);;;;
65591_at;4869617_RC;WD repeat domain 48;WDR48;c10;DOWN;
57532_at;4851107_RC;dishevelled, dsh homolog 2 (Drosophila);DVL2;c10;DOWN;D
38158_at;4852842_RC;extra spindle pole bodies homolog 1 (S. cerevisiae);ESPL1;c10;DOWN;D
33132_at;4923232;cleavage and polyadenylation specific factor 1, 160kDa;CPSF1;c10;DOWN;
32099_at;4864610_RC;scaffold attachment factor B2;SAFB2;c10;DOWN;
239033_at;Hs.134407.0;"MRNA; cDNA DKFZp666M079 (from clone ";---;c10;DOWN;
;;DKFZp666M079);;;;
238964_at;Hs.118769.0;Transcribed locus;---;c10;DOWN;
238453_at;Hs.159450.0;fibroblast growth factor binding protein 3;FGFBP3;c10;DOWN;
238156_at;Hs.211198.0;Transcribed locus;---;c10;DOWN;
236699_at;Hs.60677.0;CDNA FLJ90129 fis, clone HEMBB1000309;---;c10;DOWN;
236251_at;Hs.115122.0;Transcribed locus;---;c10;DOWN;
236163_at;Hs.23197.0;Lix1 homolog (mouse);LIX1;c10;DOWN;
235526_at;Hs.221461.0;SRY (sex determining region Y)-box 6;SOX6;c10;DOWN;D
235044_at;Hs.132275.0;cysteine/tyrosine-rich 1;CYYR1;c10;DOWN;
232524_x_at;Hs.306420.0;anaphase promoting complex subunit 4;ANAPC4;c10;DOWN;
232353_s_at;Hs.11615.2;serine/threonine/tyrosine interacting-like 1;STYXL1;c10;DOWN;
231666_at;Hs.42146.0;paired box gene 3 (Waardenburg syndrome 1);PAX3;c10;DOWN;D
230865_at;Hs.25205.0;Lix1 homolog (mouse);LIX1;c10;DOWN;
229091_s_at;Hs.281348.1;cyclin J;CCNJ;c10;DOWN;
228455_at;Hs.126465.0;RNA binding motif protein 15;RBM15;c10;DOWN;
228120_at;Hs.22867.0;CDNA: FLJ22073 fis, clone HEP11868;---;c10;DOWN;
228033_at;Hs.144687.0;E2F transcription factor 7;E2F7;c10;DOWN;
227916_x_at;Hs.177677.1;exosome component 3;EXOSC3;c10;DOWN;
227377_at;Hs.24739.0;insulin-like growth factor 2 mRNA binding protein 1;IGF2BP1;c10;DOWN;
227349_at;Hs.127797.0;---;---;c10;DOWN;
227164_at;Hs.44949.0;splicing factor, arginine/serine-rich 1 (splicing factor 2, ;SFRS1;c10;DOWN;D
;;alternate splicing factor);;;;
227162_at;Hs.5638.0;zinc finger and BTB domain containing 26;ZBTB26;c10;DOWN;
227072_at;Hs.31931.0;rotatin;RTTN;c10;DOWN;
226780_s_at;Hs.50328.0;hypothetical protein HSPC268;HSPC268;c10;DOWN;
226693_at;Hs.469.3;succinate dehydrogenase complex, subunit A, ;SDHALP2;c10;DOWN;
;;flavoprotein pseudogene 2;;;;
226630_at;Hs.89278.1;chromosome 14 open reading frame 106;C14orf106;c10;DOWN;
226528_at;Hs.45245.0;metaxin 3;MTX3;c10;DOWN;
226366_at;Hs.42892.0;SNF2 histone linker PHD RING helicase;SHPRH;c10;DOWN;D
226094_at;Hs.249235.0;phosphoinositide-3-kinase, class 2, alpha polypeptide;PIK3C2A;c10;DOWN;
226017_at;Hs.85015.0;CKLF-like MARVEL transmembrane domain ;CMTM7;c10;DOWN;
;;containing 7;;;;
225903_at;Hs.62918.0;phosphatidylinositol glycan anchor biosynthesis, class U;PIGU;c10;DOWN;
225893_at;Hs.30258.0;Clone TESTIS-724 mRNA sequence;---;c10;DOWN;
225881_at;Hs.173051.0;solute carrier family 35, member B4;SLC35B4;c10;DOWN;
225805_at;Hs.6616.0;heterogeneous nuclear ribonucleoprotein U ;HNRPU;c10;DOWN;
;;(scaffold attachment factor A);;;;
225736_at;Hs.289074.1;F-box protein 22;FBXO22;c10;DOWN;
225614_at;Hs.183733.0;serum amyloid A-like 1;SAAL1;c10;DOWN;
225527_at;Hs.7887.0;CCAAT/enhancer binding protein (C/EBP), gamma;CEBPG;c10;DOWN;D
225520_at;Hs.44155.0;methylenetetrahydrofolate dehydrogenase (NADP+ ;MTHFD1L;c10;DOWN;
;;dependent) 1-like;;;;
225443_at;Hs.141003.0;Homo sapiens, clone IMAGE:4082361, mRNA;---;c10;DOWN;
225376_at;Hs.12245.0;chromosome 20 open reading frame 11;C20orf11;c10;DOWN;
225364_at;Hs.250824.0;serine/threonine kinase 4;STK4;c10;DOWN;D
225359_at;Hs.3585.0;DnaJ (Hsp40) homolog, subfamily C, member 19;DNAJC19;c10;DOWN;
225317_at;Hs.63220.0;acyl-Coenzyme A binding domain containing 6;ACBD6;c10;DOWN;
224946_s_at;Hs.104203.0;coiled-coil domain containing 115;CCDC115;c10;DOWN;
224812_at;Hs.284170.0;3-hydroxyisobutyrate dehydrogenase;HIBADH;c10;DOWN;
224790_at;Hs.10669.1;development and differentiation enhancing factor 1;DDEF1;c10;DOWN;
224468_s_at;g13544031;chromosome 19 open reading frame 48;C19orf48;c10;DOWN;
223556_at;g8980659;helicase, lymphoid-specific;HELLS;c10;DOWN;D
223528_s_at;g12830807;methyltransferase 11 domain containing 1 /// ;LOC731602 /// ;c10;DOWN;
;;similar to methyltransferase 11 domain containing ;METT11D1;;;
;;1 isoform 2;;;;
223327_x_at;g13194589;hypothetical protein FLJ22795;FLJ22795;c10;DOWN;
223296_at;g13436436;solute carrier family 25, member 33;SLC25A33;c10;DOWN;
223249_at;g12053056;claudin 12;CLDN12;c10;DOWN;
223203_at;g12654108;transmembrane protein 29 /// similar to ;LOC727866 /// ;c10;DOWN;
;;transmembrane protein 29;TMEM29;;;
223124_s_at;g12006224;chromosome 1 open reading frame 128;C1orf128;c10;DOWN;
223075_s_at;g13276638;chromosome 9 open reading frame 58;C9orf58;c10;DOWN;
223005_s_at;Hs.86412.0;chromosome 9 open reading frame 5;C9orf5;c10;DOWN;
222958_s_at;Hs.133260.0;DEP domain containing 1;DEPDC1;c10;DOWN;
222819_at;Hs.58553.0;CTP synthase II;CTPS2;c10;DOWN;
222785_x_at;Hs.17546.0;chromosome 11 open reading frame 1;C11orf1;c10;DOWN;
222759_at;g12803398;suppressor of variegation 4-20 homolog 1 (Drosophila);SUV420H1;c10;DOWN;
222637_at;g13528749;COMM domain containing 10;COMMD10;c10;DOWN;
222525_s_at;Hs.72085.0;coiled-coil domain containing 25;CCDC25;c10;DOWN;
222477_s_at;g13477393;transmembrane 7 superfamily member 3;TM7SF3;c10;DOWN;
222435_s_at;g6841527;ubiquitin-conjugating enzyme E2, J1 ;UBE2J1;c10;DOWN;
;;(UBC6 homolog, yeast);;;;
222371_at;Hs.292679.0;Transcribed locus;---;c10;DOWN;
221919_at;Hs.249495.3;---;---;c10;DOWN;
221825_at;Hs.157078.0;angel homolog 2 (Drosophila);ANGEL2;c10;DOWN;
221692_s_at;g13559395;mitochondrial ribosomal protein L34;MRPL34;c10;DOWN;
221556_at;Hs.22116.1;CDC14 cell division cycle 14 homolog B (S. cerevisiae);CDC14B;c10;DOWN;
221539_at;g11527778;eukaryotic translation initiation factor 4E binding ;EIF4EBP1;c10;DOWN;D
;;protein 1;;;;
221520_s_at;g12804484;cell division cycle associated 8;CDCA8;c10;DOWN;
221437_s_at;g13775191;mitochondrial ribosomal protein S15;MRPS15;c10;DOWN;
221427_s_at;g13569904;cyclin L2 /// similar to Cyclin-L2 (Paneth cell-;CCNL2 /// ;c10;DOWN;
;;enhanced expression protein);LOC727877;;;
221255_s_at;g13775219;transmembrane protein 93;TMEM93;c10;DOWN;
220668_s_at;g5901939;DNA (cytosine-5-)-methyltransferase 3 beta;DNMT3B;c10;DOWN;
219715_s_at;g8922860;tyrosyl-DNA phosphodiesterase 1;TDP1;c10;DOWN;
219372_at;g7661539;intraflagellar transport 81 homolog (Chlamydomonas);IFT81;c10;DOWN;D
219010_at;g8922753;chromosome 1 open reading frame 106;C1orf106;c10;DOWN;
218875_s_at;g6912365;F-box protein 5;FBXO5;c10;DOWN;
218857_s_at;g13376633;asparaginase like 1;ASRGL1;c10;DOWN;
218750_at;g13129135;Josephin domain containing 3;JOSD3;c10;DOWN;
218721_s_at;g8923461;chromosome 1 open reading frame 27;C1orf27;c10;DOWN;
218708_at;g7019470;NTF2-like export factor 1;NXT1;c10;DOWN;
218684_at;g8922441;leucine rich repeat containing 8 family, member D;LRRC8D;c10;DOWN;
218589_at;g5031968;purinergic receptor P2Y, G-protein coupled, 5;P2RY5;c10;DOWN;
218582_at;g8923414;membrane-associated ring finger (C3HC4) 5;39146;c10;DOWN;
218471_s_at;g13375892;Bardet-Biedl syndrome 1;BBS1;c10;DOWN;
218443_s_at;g9506536;DAZ associated protein 1;DAZAP1;c10;DOWN;D
218399_s_at;g8923673;cell division cycle associated 4;CDCA4;c10;DOWN;
218371_s_at;g8922788;paraspeckle component 1;PSPC1;c10;DOWN;
218308_at;g5454101;transforming, acidic coiled-coil containing protein 3;TACC3;c10;DOWN;D
218290_at;g8922332;pleckstrin homology domain containing, family J ;PLEKHJ1;c10;DOWN;
;;member 1;;;;
218187_s_at;g12751496;chromosome 8 open reading frame 33;C8orf33;c10;DOWN;
218080_x_at;g5901947;Fas (TNFRSF6) associated factor 1;FAF1;c10;DOWN;D
218046_s_at;g7705625;mitochondrial ribosomal protein S16;MRPS16;c10;DOWN;
218023_s_at;g7706138;family with sequence similarity 53, member C;FAM53C;c10;DOWN;
218016_s_at;g8922476;polymerase (RNA) III (DNA directed) polypeptide E ;POLR3E;c10;DOWN;
;;(80kD);;;;
217994_x_at;g8923511;cleavage and polyadenylation specific factor 3-like;CPSF3L;c10;DOWN;
217986_s_at;g7304918;bromodomain adjacent to zinc finger domain, 1A;BAZ1A;c10;DOWN;
217940_s_at;g8922653;hypothetical protein FLJ10769;FLJ10769;c10;DOWN;
217884_at;g13399321;N-acetyltransferase 10;NAT10;c10;DOWN;
217814_at;g9910241;coiled-coil domain containing 47;CCDC47;c10;DOWN;
216843_x_at;Hs.323954.1;postmeiotic segregation increased 2-like 1 /// ;LOC732139 /// ;c10;DOWN;
;;similar to postmeiotic segregation increased 2-like 2;PMS2L1;;;
216153_x_at;Hs.306641.0;reversion-inducing-cysteine-rich protein with kazal ;RECK;c10;DOWN;
;;motifs;;;;
215913_s_at;Hs.107056.2;GULP, engulfment adaptor PTB domain containing 1;GULP1;c10;DOWN;D
215504_x_at;Hs.183475.1;Clone 25061 mRNA sequence;---;c10;DOWN;
215482_s_at;Hs.169474.2;eukaryotic translation initiation factor 2B, ;EIF2B4;c10;DOWN;D
;;subunit 4 delta, 67kDa;;;;
215090_x_at;Hs.326350.1;hypothetical protein FLJ11822;LOC440434;c10;DOWN;
214756_x_at;Hs.323954.4;postmeiotic segregation increased 2-like 1;PMS2L1;c10;DOWN;
214550_s_at;Hs.69235.1;transportin 3;TNPO3;c10;DOWN;
214430_at;Hs.69089.0;galactosidase, alpha;GLA;c10;DOWN;
214426_x_at;Hs.79018.2;chromatin assembly factor 1, subunit A (p150);CHAF1A;c10;DOWN;D
214107_x_at;Hs.326350.0;hypothetical protein FLJ11822;LOC440434;c10;DOWN;
213918_s_at;Hs.287586.0;Nipped-B homolog (Drosophila);NIPBL;c10;DOWN;
213835_x_at;Hs.246112.3;GTP binding protein 3 (mitochondrial);GTPBP3;c10;DOWN;
213730_x_at;Hs.101047.2;transcription factor 3 (E2A immunoglobulin enhancer ;TCF3;c10;DOWN;D
;;binding factors E12/E47);;;;
213599_at;Hs.116206.0;Opa interacting protein 5;OIP5;c10;DOWN;
213532_at;Hs.52438.1;ADAM metallopeptidase domain 17 (tumor necrosis ;ADAM17;c10;DOWN;
;;factor, alpha, converting enzyme);;;;
213340_s_at;Hs.49658.0;KIAA0495;KIAA0495;c10;DOWN;
213305_s_at;Hs.171734.2;protein phosphatase 2, regulatory subunit B', ;PPP2R5C;c10;DOWN;
;;gamma isoform;;;;
213056_at;Hs.96427.0;FERM domain containing 4B;FRMD4B;c10;DOWN;
212997_s_at;Hs.57553.1;tousled-like kinase 2;TLK2;c10;DOWN;
212898_at;Hs.158249.0;KIAA0406;KIAA0406;c10;DOWN;
212872_s_at;Hs.93796.1;Trf (TATA binding protein-related factor)-proximal ;TRFP;c10;DOWN;
;;homolog (Drosophila);;;;
212738_at;Hs.80305.0;Rho GTPase activating protein 19;ARHGAP19;c10;DOWN;
212621_at;Hs.14912.0;KIAA0286 protein;KIAA0286;c10;DOWN;
212568_s_at;Hs.115285.1;dihydrolipoamide S-acetyltransferase (E2 component ;DLAT;c10;DOWN;
;;of pyruvate dehydrogenase complex);;;;
212483_at;Hs.225767.1;Nipped-B homolog (Drosophila);NIPBL;c10;DOWN;
212411_at;Hs.91579.0;IMP4, U3 small nucleolar ribonucleoprotein, ;IMP4;c10;DOWN;
;;homolog (yeast);;;;
212139_at;Hs.75354.0;GCN1 general control of amino-acid synthesis ;GCN1L1;c10;DOWN;
;;1-like 1 (yeast);;;;
212088_at;Hs.75353.0;peptidase (mitochondrial processing) alpha;PMPCA;c10;DOWN;
211965_at;Hs.85155.0;zinc finger protein 36, C3H type-like 1;ZFP36L1;c10;DOWN;
211793_s_at;g7839523;abl interactor 2;ABI2;c10;DOWN;
211594_s_at;g13559362;mitochondrial ribosomal protein L9;MRPL9;c10;DOWN;
211501_s_at;g12654668;eukaryotic translation initiation factor 3, ;EIF3S9;c10;DOWN;D
;;subunit 9 eta, 116kDa;;;;
210502_s_at;g2828150;peptidylprolyl isomerase E (cyclophilin E);PPIE;c10;DOWN;
210180_s_at;g2367403;splicing factor, arginine/serine-rich 10 ;SFRS10;c10;DOWN;
;;(transformer 2 homolog, Drosophila);;;;
210153_s_at;g187299;malic enzyme 2, NAD(+)-dependent, mitochondrial;ME2;c10;DOWN;
210002_at;g2506075;GATA binding protein 6;GATA6;c10;DOWN;D
209852_x_at;g12655138;proteasome (prosome, macropain) activator subunit 3 ;PSME3;c10;DOWN;
;;"(PA28 gamma; Ki)";;;;
209759_s_at;g12803812;dodecenoyl-Coenzyme A delta isomerase ;DCI;c10;DOWN;
;;(3,2 trans-enoyl-Coenzyme A isomerase);;;;
209714_s_at;g12734643;cyclin-dependent kinase inhibitor 3 (CDK2-associated ;CDKN3;c10;DOWN;
;;dual specificity phosphatase);;;;
209675_s_at;g13278995;heterogeneous nuclear ribonucleoprotein U-like 1;HNRPUL1;c10;DOWN;
209429_x_at;g6563201;eukaryotic translation initiation factor 2B, ;EIF2B4;c10;DOWN;D
;;subunit 4 delta, 67kDa;;;;
209262_s_at;g12803666;nuclear receptor subfamily 2, group F, member 6;NR2F6;c10;DOWN;D
209252_at;g899108;histidyl-tRNA synthetase 2, mitochondrial (putative);HARS2;c10;DOWN;
209233_at;g2276395;EMG1 nucleolar protein homolog (S. cerevisiae);EMG1;c10;DOWN;
209172_s_at;g1000093;centromere protein F, 350/400ka (mitosin);CENPF;c10;DOWN;D
209165_at;g5813798;apoptosis antagonizing transcription factor;AATF;c10;DOWN;D
209137_s_at;g12653004;ubiquitin specific peptidase 10;USP10;c10;DOWN;
209136_s_at;Hs.78829.0;ubiquitin specific peptidase 10;USP10;c10;DOWN;
209132_s_at;Hs.18490.1;COMM domain containing 4;COMMD4;c10;DOWN;
209070_s_at;Hs.24950.0;regulator of G-protein signalling 5;RGS5;c10;DOWN;
208984_x_at;g13278827;RNA binding motif protein 10;RBM10;c10;DOWN;
208906_at;g13436205;Bernardinelli-Seip congenital lipodystrophy 2 (seipin) /// ;BSCL2 /// ;c10;DOWN;
;;heterogeneous nuclear ribonucleoprotein U-like 2;HNRPUL2;;;
208893_s_at;g13477170;dual specificity phosphatase 6;DUSP6;c10;DOWN;
208770_s_at;g13477190;eukaryotic translation initiation factor 4E binding ;EIF4EBP2;c10;DOWN;D
;;protein 2;;;;
208290_s_at;g4503542;eukaryotic translation initiation factor 5;EIF5;c10;DOWN;D
208270_s_at;g13443030;arginyl aminopeptidase (aminopeptidase B);RNPEP;c10;DOWN;D
207980_s_at;g5174416;Cbp/p300-interacting transactivator, with Glu/Asp-rich ;CITED2;c10;DOWN;D
